% University Website Quality - CSE 4112 Machine Learning Laboratory, KUET
%
% 1225 university landing pages, 71 predictive attributes.
% 60 attributes are nominal {0,1} presence flags; 11 are numeric counts, percentages, ratios or z-scores.
% Identifier columns (uni_id, name, url, country, region) are excluded on purpose so no
% model can memorise a university; index_*.csv maps instance number back to the name.
% All 22 Bangladeshi universities are in the test split and none is in train.
% There are no missing values: they were imputed during dataset construction and every
% imputed column carries a companion *_was_missing flag.
%
% Relation: website_quality_train_named
% Instances: 981
% Target attribute: website_score (numeric, 0-100)
%
% Attribute 1 is the university name, present only so Weka can label its
% predictions. It must NOT reach the model: wrap the scheme in
%   weka.classifiers.meta.FilteredClassifier
%     -F "weka.filters.unsupervised.attribute.Remove -R 1"
% and set 'Output predictions' to also output attribute 1.

@relation website_quality_train_named

@attribute university string
@attribute a01_logo {0,1}
@attribute a02_primary_nav {0,1}
@attribute a03_nav_item_count numeric
@attribute a04_search_bar {0,1}
@attribute a05_language_toggle {0,1}
@attribute a06_breadcrumb {0,1}
@attribute a07_qs_badge {0,1}
@attribute a09_national_rank {0,1}
@attribute a11_accreditation {0,1}
@attribute a12_accred_count numeric
@attribute a13_achievements {0,1}
@attribute a14_stats_block {0,1}
@attribute a15_stat_item_count numeric
@attribute a16_notice_board {0,1}
@attribute a17_notice_timestamp {0,1}
@attribute a20_news_events {0,1}
@attribute a21_calendar_link {0,1}
@attribute a22_admission_notice {0,1}
@attribute a23_upcoming_events {0,1}
@attribute a24_event_count numeric
@attribute a25_event_images {0,1}
@attribute a26_event_captions {0,1}
@attribute a27_event_datetime {0,1}
@attribute a28_contests {0,1}
@attribute a29_video_content {0,1}
@attribute a30_image_gallery {0,1}
@attribute a31_social_feed_embed {0,1}
@attribute a32_vision_mission {0,1}
@attribute a33_about_blurb {0,1}
@attribute a34_department_links {0,1}
@attribute a35_faculty_link {0,1}
@attribute a36_research_highlight {0,1}
@attribute a37_programs_listing {0,1}
@attribute a38_scholarship {0,1}
@attribute a39_library_link {0,1}
@attribute a40_career_link {0,1}
@attribute a41_alumni_link {0,1}
@attribute a42_faq_link {0,1}
@attribute a43_contact_link {0,1}
@attribute a44_student_portal {0,1}
@attribute a45_prospectus {0,1}
@attribute a46_admissions_policy {0,1}
@attribute a47_footer_contact {0,1}
@attribute a48_footer_sitemap {0,1}
@attribute a49_copyright_line {0,1}
@attribute a50_social_links {0,1}
@attribute a51_quick_links {0,1}
@attribute a53_contrast_ratio numeric
@attribute a53_contrast_ratio_was_missing {0,1}
@attribute a54_banner_carousel {0,1}
@attribute a57_logo_prominence {0,1}
@attribute a58_live_chat {0,1}
@attribute a59_feedback_form {0,1}
@attribute a60_trust_seal {0,1}
@attribute a61_testimonials {0,1}
@attribute a63_mobile_score numeric
@attribute a65_https {0,1}
@attribute a66_broken_links numeric
@attribute a67_gzip {0,1}
@attribute a69_title_meta {0,1}
@attribute a70_favicon {0,1}
@attribute a71_sitemap_robots {0,1}
@attribute a72_alt_text_pct numeric
@attribute a72_alt_text_pct_was_missing {0,1}
@attribute a73_accessible_design {0,1}
@attribute a74_a11y_toggle {0,1}
@attribute a75_bookmark {0,1}
@attribute broken_links_log numeric
@attribute load_time_z_region numeric
@attribute notice_recency_days numeric
@attribute notice_recency_days_was_missing {0,1}
@attribute website_score numeric

@data
'Graz University of Technology',1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,21,0,1,0,0,0,0,0,75,1,0,1,1,0,0,100,0,1,1,0,0,1.28847,3650,1,45
'Pontifical Catholic University of Rio de Janeiro',1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,1,1,1,19.2,0,1,1,0,0,0,0,75,1,4,1,1,1,0,100,0,1,0,0,1.60944,-0.124793,3650,1,45
'Harvey Mudd College',1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,15,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1,15.43,0,0,0,0,0,0,1,75,1,0,1,0,1,1,28.6,0,1,1,0,0,0.564897,3650,1,45
'Northwestern Polytechnical University',1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,20.27,0,1,0,0,0,0,0,55,1,0,1,1,1,0,25,0,0,0,0,0,1.30823,3650,1,45
'East China Normal University',1,0,0,1,0,0,0,0,0,0,1,1,4,0,0,1,0,1,0,5,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,12.63,0,1,0,0,0,0,0,75,1,0,1,0,1,0,0,0,1,0,0,0,0.0659105,3650,1,45
'Hunan University',1,0,0,1,0,0,0,0,1,1,1,1,10,0,1,1,1,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,21,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2.2,0,0,0,0,0,2.01357,0,0,45
'University of Dayton',0,0,0,1,0,0,0,1,0,0,0,1,5,0,0,1,1,1,1,0,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,19.63,0,1,0,0,0,0,0,75,1,0,1,1,1,1,94.7,0,1,0,0,0,0.114731,3650,1,45
'University of St. Gallen',0,0,0,1,1,1,0,1,1,2,1,1,10,0,1,1,1,1,1,14,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,21,0,1,0,0,0,0,0,100,1,0,1,1,1,1,44,0,1,0,0,0,0.783114,0,0,45
'Marquette University',1,0,0,1,0,0,0,1,0,0,1,1,10,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,15.43,0,1,1,0,0,0,0,75,1,0,1,1,0,1,87,0,1,1,0,0,1.41261,3650,1,45
'Delhi Technological University',1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,4.67,0,1,0,0,0,1,0,0,1,4,1,1,1,0,53.8,0,0,0,0,1.60944,3.74953,0,0,45
'Indian Institute of Technology Jodhpur',1,0,0,0,0,0,0,1,0,0,1,1,5,1,1,1,0,1,1,7,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,15.43,0,1,1,0,0,0,0,75,1,0,1,1,1,1,95.7,0,1,0,0,0,0.526189,0,0,45
'IIIT Delhi',1,0,0,1,0,0,0,1,0,0,1,1,4,0,0,1,0,1,1,10,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,5.83,0,1,1,0,0,0,1,75,1,0,0,0,1,0,4.8,0,1,1,0,0,0.17521,3650,1,45
'University of Malawi',1,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,10.41,0,1,1,0,0,1,0,75,1,1,0,0,1,1,2.3,0,1,0,0,0.693147,-0.581714,1,0,45
'Universiti Teknologi PETRONAS',1,0,0,1,0,0,0,0,1,1,1,1,6,1,0,1,1,1,1,12,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,9.74,0,1,0,0,0,0,1,75,1,0,1,1,1,1,60,0,1,0,0,0,0.580617,3650,1,45
'University of Lome',1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,6,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,5.33,0,1,1,0,0,0,0,90,1,2,1,0,1,0,10.5,0,1,0,0,1.09861,0.393275,784,0,45
'National Sun Yat-sen University',1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,4.95,0,1,0,0,0,0,0,50,1,0,1,1,1,0,74.2,0,1,0,0,0,0.324769,0,0,45
'Singapore University of Technology and Design',1,0,0,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,21,0,1,1,0,0,0,1,90,1,0,1,1,1,0,80,0,1,0,0,0,-0.318965,0,0,45
'University of Hong Kong',1,0,0,1,0,0,1,1,0,0,1,1,3,1,0,1,1,1,1,2,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0,12.63,0,1,0,0,0,0,0,90,1,0,0,1,1,0,82.9,0,1,1,0,0,0.608309,3650,1,45
'Universiti Teknologi Malaysia',1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,1,1,5.74,0,1,1,0,0,0,1,90,1,0,0,0,1,1,13.3,0,1,1,0,0,-0.8423,3650,1,45
'Multimedia University of Kenya',1,0,0,1,1,0,0,0,1,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,5.33,0,1,1,0,0,1,0,90,1,3,0,0,1,1,33.3,0,1,0,0,1.38629,-0.325625,5,0,45
'Jilin University',1,0,0,0,0,0,0,1,0,0,1,1,10,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,21,0,1,0,0,0,0,0,75,1,0,0,0,1,0,0,0,0,0,0,0,-0.146594,62,0,45
'Uva Wellassa University',1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,4,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,21,0,1,1,0,0,0,1,75,1,0,0,0,1,1,45.6,0,1,0,0,0,1.497,3650,1,45
'Stevens Institute of Technology',0,0,0,0,0,0,0,1,1,1,1,1,3,1,1,1,0,1,1,7,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,21,0,1,0,0,0,0,1,90,1,0,1,1,1,1,78.3,0,1,0,0,0,-0.405249,32,0,45
'NIT Srinagar',1,0,0,1,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,6,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,5.33,0,1,1,0,0,0,0,75,1,1,1,1,1,1,0,0,0,0,0,0.693147,-1.04083,3650,1,45
'IIIT Allahabad',1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,8,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,12.63,0,1,0,0,1,0,0,75,1,1,0,0,1,1,0,0,1,0,0,0.693147,-0.00663471,0,0,45
'NIT Jalandhar',1,0,0,1,0,0,0,1,1,1,1,1,4,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,20.19,0,1,1,1,0,1,0,75,1,5,1,0,1,1,14.9,0,1,0,0,1.79176,0.068319,78,0,45
'NIT Hamirpur',1,0,0,1,1,0,0,1,1,0,1,1,5,1,1,1,1,1,1,15,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,5.83,0,1,1,0,0,1,0,75,1,0,1,1,1,1,74.5,0,1,0,0,0,0.56725,0,0,45
'Jaume I University',1,0,0,1,1,0,0,1,0,0,1,1,7,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,1,1,19.8,0,1,1,0,0,0,0,75,1,0,1,0,1,1,100,0,1,1,0,0,-0.00939172,0,0,45
'University of the West Indies',1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,2,1,1,0,0,1,1,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,9.29,0,1,0,0,0,0,0,75,1,0,0,1,1,0,95,0,1,1,0,0,0.385141,11,0,45
'National Taiwan Normal University',1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,12.63,0,1,1,0,0,0,0,75,1,2,1,1,1,1,10.8,0,0,0,0,1.09861,-0.259568,14,0,44.87
'Capital Normal University',1,1,6,0,0,0,0,0,0,0,0,1,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,12.63,0,1,1,0,0,1,0,75,1,0,0,0,1,0,0,0,0,0,0,0,-0.2993,3650,1,44.43
'Federal University of ABC',1,1,8,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,9.52,0,1,1,0,0,0,1,90,1,0,0,0,0,1,66.7,0,1,0,0,0,0.295664,3650,1,44.28
'Korea University',1,1,9,0,0,0,1,1,0,0,1,1,10,0,1,0,1,0,0,2,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,14.94,0,1,1,1,0,0,0,75,1,0,0,0,0,1,100,0,1,0,0,0,2.35751,5,0,44.06
'Fudan University',1,0,0,0,0,0,0,0,0,0,1,1,7,0,0,1,0,1,1,0,1,0,0,0,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,12.63,0,1,0,0,0,0,0,75,1,2,1,1,1,0,0,0,0,0,0,1.09861,0.0121322,3650,1,43.87
'Politehnica University of Timisoara',1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,19.51,0,0,1,0,0,0,0,75,1,0,1,1,1,1,100,0,1,0,0,0,-0.248897,0,0,43.82
'Externado University of Colombia',1,1,7,1,1,0,0,1,0,0,0,1,10,0,0,1,1,0,0,15,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,15.91,0,1,1,0,0,0,0,90,1,10,0,1,1,0,74.5,0,1,0,0,2.3979,-0.770205,3650,1,43.81
'West University of Timisoara',1,1,8,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,12.63,0,1,1,0,0,0,0,90,1,0,1,0,1,1,73.3,0,1,0,0,0,-0.0844497,14,0,43.62
'Higher University of San Andres Bolivia',1,1,1,1,1,0,0,0,0,0,0,1,10,0,1,1,1,1,1,18,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,8.69,0,1,1,0,0,0,0,75,1,4,0,1,1,1,76.9,0,1,0,0,1.60944,1.11751,1,0,43.44
'University of Salento',1,1,1,1,0,0,0,0,1,1,0,1,6,0,0,1,1,1,0,16,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,21,0,1,1,0,0,0,0,75,1,0,1,1,1,0,71.7,0,1,0,0,0,-0.943765,3650,1,43.28
'Mohammed V University in Rabat',1,1,3,0,0,0,0,0,1,1,0,1,6,0,1,0,0,1,0,13,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,6.29,0,1,1,0,0,0,0,75,1,0,0,1,1,0,95.6,0,1,0,0,0,-0.581995,3650,1,43.24
'University of Guadalajara',1,1,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,12.63,0,0,1,0,0,0,0,75,1,0,1,0,1,1,23.1,0,1,0,0,0,0.174071,3650,1,41.92
'University of Padua',1,1,6,1,1,0,0,0,0,0,0,1,3,0,0,1,0,1,0,20,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,21,0,1,1,1,0,0,0,90,1,0,1,1,1,1,76.9,0,1,0,0,0,-1.66945,3650,1,41.63
'National Tsing Hua University',1,0,0,1,0,0,1,1,0,0,1,1,2,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,9.74,0,1,0,0,0,0,0,50,1,0,0,1,1,0,73.1,0,1,0,0,0,-0.262578,496,0,41.46
'Northeastern University China',1,0,0,0,0,0,0,0,0,0,1,1,9,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,21,0,1,0,0,0,0,0,75,0,0,1,0,1,0,0,0,0,0,0,0,0.242496,3650,1,41.38
'Hue University',0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,21,0,1,0,0,0,0,0,0,1,0,0,1,1,0,43.4,0,0,0,0,0,2.83168,581,0,41.25
'Rio de Janeiro State University',1,1,6,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,12.63,0,1,1,0,1,0,0,90,1,1,0,1,1,0,14,0,1,0,0,0.693147,2.80144,0,0,41.18
'Central University of Haryana',1,1,20,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,21,0,1,0,0,0,1,0,75,1,0,1,1,1,1,100,0,1,0,0,0,-0.383359,3650,1,41.06
'University of Naples Federico II',1,1,1,0,1,1,0,0,0,0,0,1,3,0,1,1,1,0,0,20,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,21,0,1,1,0,0,0,0,100,1,0,1,1,1,0,100,0,1,0,0,0,0.55847,0,0,40.69
'National Cheng Kung University',1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,10.05,0,1,0,0,0,0,0,50,1,10,1,1,1,1,96.3,0,1,0,0,2.3979,0.0647065,3650,1,40.41
'University of the Andes',1,1,1,1,0,0,0,0,0,0,0,1,2,0,1,1,1,0,0,16,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,5.74,0,1,1,0,0,0,0,100,1,0,1,1,1,1,83.3,0,1,1,0,0,-1.10147,5,0,40.16
'State University of Maringa',1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,12.63,0,0,1,0,0,0,0,75,1,0,1,1,1,1,13.6,0,1,0,0,0,0.191181,3650,1,40.14
'Anahuac University',1,1,9,1,1,0,0,1,1,1,1,1,6,0,1,0,0,0,0,11,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,12.63,0,1,1,1,0,0,0,75,1,0,0,1,1,1,94,0,1,0,0,0,-0.849304,67,0,39.94
'Rey Juan Carlos University',1,1,7,1,0,0,0,0,0,0,0,1,8,0,0,0,1,0,0,4,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1.82,0,1,1,0,0,0,0,75,1,0,0,1,1,0,85.1,0,1,0,0,0,1.22718,3650,1,39.85
'Cayetano Heredia University',1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,9,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,21,0,1,0,0,0,0,0,90,1,2,1,1,1,1,89.6,0,1,0,0,1.09861,-0.796571,25,0,39.84
'Getulio Vargas Foundation',1,1,8,0,1,0,0,1,0,0,0,1,10,0,1,1,0,0,0,8,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,15.43,0,1,1,0,0,0,0,75,1,0,1,1,1,0,78.6,0,1,1,0,0,0.583028,0,0,39.81
'University of the Republic Uruguay',1,1,5,1,0,1,0,0,0,0,1,1,8,0,1,0,0,0,0,20,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,18.26,0,1,1,0,0,0,0,100,1,0,1,0,1,0,100,0,1,0,0,0,0.82944,0,0,38.66
'National University of Asuncion',1,1,9,1,0,0,0,0,0,0,0,1,6,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,18.88,0,1,1,0,0,0,0,90,1,0,1,1,1,1,18.2,0,1,0,0,0,-1.78334,1,0,38.36
'University of Tunis El Manar',1,1,6,1,0,0,0,1,1,0,0,1,5,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,4.48,0,1,1,0,0,0,0,75,1,0,1,1,1,1,2.6,0,0,0,0,0,1.09577,3650,1,38.24
'Osaka University',1,1,5,0,1,1,0,0,0,0,1,1,10,0,0,1,0,0,1,2,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,21,0,1,0,0,0,0,0,75,1,0,1,1,1,0,79,0,1,0,0,0,-0.340637,3650,1,37.94
'Federal University of Goias',1,1,7,1,1,0,0,0,1,1,0,1,10,0,1,0,1,0,0,7,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,21,0,1,1,0,0,0,0,75,1,0,1,1,1,0,66.9,0,1,0,0,0,-0.0144196,4,0,37.57
'Cracow University of Technology',1,1,5,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,10.17,0,1,1,0,0,0,0,75,1,0,1,1,1,0,94.9,0,1,1,0,0,-0.60072,0,0,37.39
'Pablo de Olavide University',1,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,12.63,0,1,0,1,0,0,0,75,1,1,1,1,0,0,95.5,0,1,0,0,0.693147,-0.0373369,3650,1,36.99
'Torcuato di Tella University',1,1,16,1,0,0,0,0,1,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,14.13,0,1,1,0,0,0,0,75,1,0,1,1,1,1,10.3,0,0,0,0,0,-0.0354564,3650,1,36.85
'National University of Mar del Plata',1,1,8,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,20,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,21,0,1,1,0,0,0,0,50,1,1,1,1,1,0,89.2,0,1,0,0,0.693147,-0.114415,3650,1,36.63
'Vietnam National University Hanoi',1,1,8,0,0,0,1,1,0,0,1,1,9,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,6.89,0,1,1,0,0,0,0,75,1,0,1,1,1,0,100,0,1,0,0,0,-0.477491,1,0,36.59
'National University of Salta',1,1,8,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,16.62,0,1,1,0,0,0,0,90,1,1,1,0,1,1,28.6,0,1,0,0,0.693147,0.546985,1,0,36.25
'Federal University of Acre',1,1,10,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,20,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,14.74,0,0,1,1,0,0,0,75,1,0,1,0,1,1,80,0,1,0,0,0,-0.606959,1,0,36.16
'National University of Mongolia',1,1,5,1,1,0,0,0,0,0,0,1,2,0,1,1,0,0,0,5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,14.55,0,1,0,0,0,0,0,90,1,0,1,0,1,1,26.7,0,1,0,0,0,1.23198,1,0,35.83
'Federal University of Alagoas',1,1,10,1,0,0,0,0,0,0,0,1,10,0,1,0,1,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,12.71,0,1,1,1,0,0,0,75,1,0,1,1,1,0,50,0,1,0,0,0,0.186693,1,0,35.57
'University of Extremadura',1,1,5,1,0,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,15.43,0,1,1,0,0,0,0,75,1,0,1,1,1,0,69.4,0,1,0,0,0,-1.27678,1,0,35.3
'Tampere University',0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,21,0,0,0,0,1,0,0,70,1,0,1,1,1,0,0,0,1,0,0,0,-0.765924,3650,1,35.29
'Federal University of Mato Grosso do Sul',1,1,9,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,20,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,4.76,0,1,1,0,0,0,0,90,1,0,1,1,1,1,86,0,1,0,0,0,0.211376,1,0,35.27
'Charles University',1,1,7,1,0,0,0,0,0,0,1,1,10,0,0,1,0,0,0,5,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,12.61,0,1,1,0,0,0,0,75,1,3,1,0,1,0,6.9,0,1,0,0,1.38629,1.0167,3650,1,35.13
'University of Panama',1,1,11,1,0,0,0,0,0,0,0,1,6,0,1,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,12.63,0,1,1,0,0,0,0,75,1,1,0,0,1,1,88,0,1,1,0,0.693147,-0.912695,29,0,35.06
'State University of Santa Cruz',1,1,8,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,15.43,0,0,1,0,0,0,0,75,1,0,1,1,1,0,8.9,0,1,0,0,0,0.169162,3650,1,34.6
